clock_cycle,channel,rank,bankgroup,bank,row,column,row_hit_rate,consec_hits,dist_from_last_hit,diff_accesses,label
19,0,0,0,0,8049,12,0.0,0,-1,0.0,closed
20,0,1,2,2,6999,76,0.0,0,-1,0.0,open
23,0,0,3,3,4948,67,0.0,0,-1,0.0,open
51,0,0,3,3,4948,76,0.5,1,28,1.0,open
57,0,0,3,3,4948,84,0.6667,2,6,2.0,open
63,0,0,3,3,4948,93,0.75,3,6,3.0,open
69,0,0,3,3,4948,100,0.8,4,6,4.0,open
75,0,0,3,3,4948,109,0.8333,5,6,5.0,open
81,0,1,2,2,6999,77,0.5,1,61,1.0,open
87,0,0,3,3,4948,117,0.8571,6,12,6.0,open
91,0,1,3,3,2521,5,0.0,0,-1,0.0,open
93,0,0,3,3,4948,126,0.875,7,6,7.0,closed
113,0,1,3,3,2521,14,0.5,1,22,1.0,open
119,0,1,3,3,2521,22,0.6667,2,6,2.0,open
125,0,1,3,3,2521,31,0.75,3,6,3.0,open
131,0,1,3,3,2521,39,0.8,4,6,4.0,open
137,0,1,3,3,2521,48,0.8333,5,6,5.0,open
143,0,1,3,3,2521,55,0.8571,6,6,6.0,closed
147,0,0,3,2,5360,0,0.0,0,-1,0.0,open
169,0,0,3,2,5360,8,0.5,1,22,1.0,open
175,0,0,3,2,5360,17,0.6667,2,6,2.0,open
181,0,0,3,2,5360,25,0.75,3,6,3.0,open
187,0,0,3,2,5360,34,0.8,4,6,4.0,open
193,0,0,3,2,5360,41,0.8333,5,6,5.0,open
199,0,0,3,2,5360,50,0.8571,6,6,6.0,open
205,0,1,2,2,6999,78,0.6667,2,124,2.0,open
209,0,0,1,2,4054,3,0.0,0,-1,0.0,open
211,0,0,3,2,5360,58,0.875,7,12,7.0,closed
231,0,0,1,2,4054,10,0.5,1,22,1.0,open
237,0,0,1,2,4054,19,0.6667,2,6,2.0,open
243,0,0,1,2,4054,27,0.75,3,6,3.0,open
249,0,0,1,2,4054,36,0.8,4,6,4.0,open
