clock_cycle,channel,rank,bankgroup,bank,row,column,row_hit_rate,consec_hits,dist_from_last_hit,diff_accesses,label
19,0,0,0,0,8049,15,0.0,0,-1,0.0,open
20,0,1,2,2,6999,65,0.0,0,-1,0.0,open
23,0,0,3,3,4948,93,0.0,0,-1,0.0,open
24,0,1,3,3,2521,13,0.0,0,-1,0.0,open
29,0,0,3,2,5360,11,0.0,0,-1,0.0,open
43,0,0,0,0,8049,14,0.5,1,24,1.0,open
61,0,1,2,2,6999,68,0.5,1,41,1.0,open
67,0,1,2,2,6999,67,0.6667,2,6,2.0,open
106,0,0,3,3,4948,94,0.5,1,83,1.0,open
148,0,1,3,3,2521,14,0.5,1,124,1.0,open
156,0,0,3,2,5360,12,0.5,1,127,1.0,open
267,0,1,3,3,2521,15,0.6667,2,119,2.0,open
273,0,0,3,2,5360,13,0.6667,2,117,2.0,open
369,0,1,3,3,2521,16,0.75,3,102,3.0,open
409,0,0,3,2,5360,14,0.75,3,136,3.0,open
513,0,1,3,3,2521,17,0.8,4,144,4.0,open
520,0,0,3,2,5360,15,0.8,4,111,4.0,open
631,0,1,3,3,2521,18,0.8333,5,118,5.0,open
637,0,0,3,2,5360,16,0.8333,5,117,5.0,open
733,0,1,3,3,2521,19,0.8571,6,102,6.0,open
774,0,0,3,2,5360,17,0.8571,6,137,6.0,open
877,0,1,3,3,2521,20,0.875,7,144,7.0,open
885,0,0,3,2,5360,18,0.875,7,111,7.0,open
996,0,1,3,3,2521,21,0.8889,8,119,8.0,open
1002,0,0,3,2,5360,19,0.8889,8,117,8.0,open
1098,0,1,3,3,2521,22,0.9,9,102,9.0,open
1138,0,0,3,2,5360,20,0.9,9,136,9.0,open
1242,0,1,3,3,2521,23,0.9091,10,144,10.0,open
1249,0,0,3,2,5360,21,0.9091,10,111,10.0,open
1360,0,1,3,3,2521,24,0.9167,11,118,11.0,open
1366,0,0,3,2,5360,22,0.9167,11,117,11.0,open
1462,0,1,3,3,2521,25,0.9231,12,102,12.0,open
1503,0,0,3,2,5360,23,0.9231,12,137,12.0,open
1606,0,1,3,3,2521,26,0.9286,13,144,13.0,open
1614,0,0,3,2,5360,24,0.9286,13,111,13.0,open
1725,0,1,3,3,2521,27,0.9333,14,119,14.0,open
1731,0,0,3,2,5360,25,0.9333,14,117,14.0,open
1827,0,1,3,3,2521,28,0.9375,15,102,15.0,open
1867,0,0,3,2,5360,26,0.9375,15,136,15.0,open
1971,0,1,3,3,2521,29,0.9412,16,144,16.0,open
1978,0,0,3,2,5360,27,0.9412,16,111,16.0,open
2089,0,1,3,3,2521,30,0.9444,17,118,17.0,open
2095,0,0,3,2,5360,28,0.9444,17,117,17.0,open
2191,0,1,3,3,2521,31,0.9474,18,102,18.0,open
2232,0,0,3,2,5360,29,0.9474,18,137,18.0,open
2335,0,1,3,3,2521,32,0.95,19,144,19.0,open
