clock_cycle,channel,rank,bankgroup,bank,row,column,row_hit_rate,consec_hits,dist_from_last_hit,diff_accesses,label
19,0,0,0,0,8049,1,0.0,0,-1,0.0,open
20,0,1,2,2,6999,98,0.0,0,-1,0.0,open
23,0,0,3,3,4948,76,0.0,0,-1,0.0,open
24,0,1,3,3,2521,46,0.0,0,-1,0.0,open
27,0,0,1,2,4054,4,0.0,0,-1,0.0,open
30,0,1,3,0,5735,3,0.0,0,-1,0.0,closed
31,0,0,3,2,5360,1,0.0,0,-1,0.0,open
45,0,0,2,2,6960,46,0.0,0,-1,0.0,open
49,0,0,1,1,487,121,0.0,0,-1,0.0,closed
51,0,0,1,2,4054,23,0.5,1,24,1.0,open
53,0,0,0,3,5504,1,0.0,0,-1,0.0,open
55,0,0,3,3,4948,113,0.5,1,32,1.0,open
69,0,1,2,2,6999,97,0.5,1,49,1.0,open
74,0,1,1,3,4909,0,0.0,0,-1,0.0,open
77,0,1,2,2,6999,96,0.6667,2,8,2.0,open
82,0,1,3,0,7694,40,0.0,0,-1,0.0,open
95,0,0,1,2,4054,41,0.6667,2,44,2.0,open
96,0,0,1,1,352,110,0.0,0,-1,0.0,open
99,0,0,3,3,4948,94,0.6667,2,44,2.0,open
172,0,1,3,0,7694,41,0.3333,1,90,0.5,closed
178,0,1,3,3,2521,47,0.5,1,154,1.0,open
181,0,1,3,0,5735,4,0.25,0,-1,0.3333,closed
184,0,0,2,2,6960,47,0.5,1,139,1.0,open
188,0,0,1,1,352,111,0.3333,1,92,0.5,closed
192,0,0,3,3,4948,95,0.75,3,93,3.0,open
196,0,0,1,2,4054,42,0.75,3,101,3.0,open
200,0,0,0,3,5504,2,0.5,1,147,1.0,open
211,0,0,0,0,8049,2,0.5,1,192,1.0,open
215,0,0,3,2,5360,2,0.5,1,184,1.0,open
271,0,0,3,3,4948,114,0.8,4,79,4.0,open
277,0,1,1,3,4909,1,0.5,1,203,1.0,open
322,0,0,1,2,4054,5,0.8,4,126,4.0,open
324,0,0,1,1,487,122,0.25,0,-1,0.3333,closed
403,0,0,3,3,4948,77,0.8333,5,132,5.0,open
407,0,0,1,2,4054,24,0.8333,5,85,5.0,open
451,0,1,3,0,7694,42,0.2,0,-1,0.25,closed
454,0,1,3,3,2521,48,0.6667,2,276,2.0,open
457,0,0,1,1,352,112,0.2,0,-1,0.25,closed
460,0,0,2,2,6960,48,0.6667,2,276,2.0,open
464,0,0,1,2,4054,43,0.8571,6,57,6.0,open
468,0,0,3,3,4948,96,0.8571,6,65,6.0,open
472,0,0,0,3,5504,3,0.6667,2,272,2.0,open
506,0,1,3,0,5735,5,0.1667,0,-1,0.2,closed
523,0,0,0,0,8049,3,0.6667,2,312,2.0,open
527,0,0,3,2,5360,3,0.6667,2,312,2.0,open
588,0,0,3,3,4948,115,0.875,7,120,7.0,open
594,0,1,1,3,4909,2,0.6667,2,317,2.0,open
639,0,0,1,2,4054,6,0.875,7,175,7.0,open
641,0,0,1,1,487,123,0.1667,0,-1,0.2,closed
720,0,0,3,3,4948,78,0.8889,8,132,8.0,open
724,0,0,1,2,4054,25,0.8889,8,85,8.0,open
768,0,1,3,0,7694,43,0.1429,0,-1,0.1667,closed
770,0,1,3,3,2521,49,0.75,3,316,3.0,open
773,0,0,1,1,352,113,0.1429,0,-1,0.1667,closed
776,0,0,2,2,6960,49,0.75,3,316,3.0,open
780,0,0,1,2,4054,44,0.9,9,56,9.0,open
785,0,0,3,3,4948,97,0.9,9,65,9.0,open
790,0,0,0,3,5504,4,0.75,3,318,3.0,open
823,0,1,3,0,5735,6,0.125,0,-1,0.1429,closed
840,0,0,0,0,8049,4,0.75,3,317,3.0,open
844,0,0,3,2,5360,4,0.75,3,317,3.0,open
905,0,0,3,3,4948,116,0.9091,10,120,10.0,open
911,0,1,1,3,4909,3,0.75,3,317,3.0,open
956,0,0,1,2,4054,7,0.9091,10,176,10.0,open
958,0,0,1,1,487,124,0.125,0,-1,0.1429,closed
1037,0,0,3,3,4948,79,0.9167,11,132,11.0,open
1041,0,0,1,2,4054,26,0.9167,11,85,11.0,open
1084,0,1,3,0,7694,44,0.1111,0,-1,0.125,closed
1087,0,1,3,3,2521,50,0.8,4,317,4.0,open
1090,0,0,1,1,352,114,0.1111,0,-1,0.125,closed
1093,0,0,2,2,6960,50,0.8,4,317,4.0,open
1097,0,0,1,2,4054,45,0.9231,12,56,12.0,open
1101,0,0,3,3,4948,98,0.9231,12,64,12.0,open
1105,0,0,0,3,5504,5,0.8,4,315,4.0,open
1139,0,1,3,0,5735,7,0.1,0,-1,0.1111,closed
1156,0,0,0,0,8049,5,0.8,4,316,4.0,open
1160,0,0,3,2,5360,5,0.8,4,316,4.0,open
1221,0,0,3,3,4948,117,0.9286,13,120,13.0,open
1227,0,1,1,3,4909,4,0.8,4,316,4.0,open
1272,0,0,1,2,4054,8,0.9286,13,175,13.0,open
1273,0,0,1,1,487,125,0.1,0,-1,0.1111,closed
1352,0,0,3,3,4948,80,0.9333,14,131,14.0,open
1356,0,0,1,2,4054,27,0.9333,14,84,14.0,open
1399,0,1,3,0,7694,45,0.0909,0,-1,0.1,closed
1402,0,1,3,3,2521,51,0.8333,5,315,5.0,open
1405,0,0,1,1,352,115,0.0909,0,-1,0.1,closed
1408,0,0,2,2,6960,51,0.8333,5,315,5.0,open
