clock_cycle,channel,rank,bankgroup,bank,row,column,row_hit_rate,consec_hits,dist_from_last_hit,diff_accesses,label
20,0,0,0,0,8049,51,0.0,0,-1,0.0,open
80,0,0,0,0,8049,52,0.5,1,60,1.0,open
126,0,0,0,0,8049,53,0.6667,2,46,2.0,open
172,0,0,0,0,8049,54,0.75,3,46,3.0,open
218,0,0,0,0,8049,55,0.8,4,46,4.0,open
219,0,1,2,2,6999,76,0.0,0,-1,0.0,open
224,0,0,0,0,8049,49,0.8333,5,6,5.0,open
241,0,1,2,2,6999,78,0.5,1,22,1.0,open
247,0,1,2,2,6999,85,0.6667,2,6,2.0,open
253,0,1,2,2,6999,83,0.75,3,6,3.0,open
259,0,1,2,2,6999,86,0.8,4,6,4.0,open
300,0,0,0,0,8049,50,0.8571,6,76,6.0,open
417,0,1,2,2,6999,84,0.8333,5,158,5.0,open
423,0,1,2,2,6999,77,0.8571,6,6,6.0,open
547,0,1,2,2,6999,87,0.875,7,124,7.0,open
952,0,1,2,2,6999,82,0.8889,8,405,8.0,open
958,0,1,2,2,6999,80,0.9,9,6,9.0,open
964,0,1,2,2,6999,75,0.9091,10,6,10.0,open
1392,0,0,3,3,4948,114,0.0,0,-1,0.0,open
1393,0,1,3,3,2521,59,0.0,0,-1,0.0,closed
3069,0,1,2,2,6999,79,0.9167,11,2105,11.0,open
3075,0,1,2,2,6999,81,0.9231,12,6,12.0,closed
3118,0,0,0,0,8049,56,0.875,7,2818,7.0,open
3158,0,0,0,0,8049,57,0.8889,8,40,8.0,open
3198,0,0,0,0,8049,58,0.9,9,40,9.0,open
3238,0,0,0,0,8049,59,0.9091,10,40,10.0,open
3278,0,0,0,0,8049,60,0.9167,11,40,11.0,open
3318,0,0,0,0,8049,61,0.9231,12,40,12.0,open
10525,0,0,0,0,8049,62,0.8571,0,-1,6.0,open
10581,0,0,0,0,8049,63,0.8667,1,56,6.5,closed
10621,0,0,3,2,5360,0,0.0,0,-1,0.0,open
10677,0,0,3,2,5360,1,0.5,1,56,1.0,open
10717,0,0,3,2,5360,2,0.6667,2,40,2.0,open
10757,0,0,3,2,5360,3,0.75,3,40,3.0,open
17964,0,0,3,2,5360,4,0.8,4,7207,4.0,open
18004,0,0,3,2,5360,5,0.8333,5,40,5.0,open
18044,0,0,3,2,5360,6,0.8571,6,40,6.0,open
18084,0,0,3,2,5360,7,0.875,7,40,7.0,open
18124,0,0,3,2,5360,8,0.8889,8,40,8.0,open
18164,0,0,3,2,5360,9,0.9,9,40,9.0,open
25371,0,0,3,2,5360,10,0.8182,0,-1,4.5,open
25427,0,0,3,2,5360,11,0.8333,1,56,5.0,open
25467,0,0,3,2,5360,12,0.8462,2,40,5.5,open
25507,0,0,3,2,5360,13,0.8571,3,40,6.0,open
25547,0,0,3,2,5360,14,0.8667,4,40,6.5,open
25587,0,0,3,2,5360,15,0.875,5,40,7.0,open
32794,0,0,3,2,5360,16,0.8235,0,-1,4.6667,open
32850,0,0,3,2,5360,17,0.8333,1,56,5.0,open
32890,0,0,3,2,5360,18,0.8421,2,40,5.3333,open
32930,0,0,3,2,5360,19,0.85,3,40,5.6667,open
32970,0,0,3,2,5360,20,0.8571,4,40,6.0,open
33010,0,0,3,2,5360,21,0.8636,5,40,6.3333,open
40217,0,0,3,2,5360,22,0.8261,0,-1,4.75,open
40273,0,0,3,2,5360,23,0.8333,1,56,5.0,open
