clock_cycle,channel,rank,bankgroup,bank,row,column,row_hit_rate,consec_hits,dist_from_last_hit,diff_accesses,label
19,0,0,0,0,8049,21,0.0,0,-1,0.0,closed
20,0,1,2,2,6999,94,0.0,0,-1,0.0,open
23,0,0,3,3,4948,97,0.0,0,-1,0.0,open
24,0,1,3,3,2521,25,0.0,0,-1,0.0,closed
27,0,0,1,2,4054,41,0.0,0,-1,0.0,closed
31,0,0,3,2,5360,20,0.0,0,-1,0.0,closed
63,0,0,3,3,4948,105,0.5,1,40,1.0,open
69,0,0,3,3,4948,98,0.6667,2,6,2.0,open
75,0,0,3,3,4948,104,0.75,3,6,3.0,open
108,0,0,3,3,4948,111,0.8,4,33,4.0,open
115,0,0,3,3,4948,110,0.8333,5,7,5.0,open
121,0,0,3,3,4948,109,0.8571,6,6,6.0,open
127,0,0,3,3,4948,120,0.875,7,6,7.0,open
148,0,0,3,3,4948,121,0.8889,8,21,8.0,open
167,0,0,3,3,4948,119,0.9,9,19,9.0,open
173,0,0,3,3,4948,126,0.9091,10,6,10.0,open
190,0,0,3,3,4948,127,0.9167,11,17,11.0,open
196,0,0,3,3,4948,125,0.9231,12,6,12.0,open
213,0,0,2,2,6960,3,0.0,0,-1,0.0,open
235,0,0,2,2,6960,4,0.5,1,22,1.0,open
241,0,0,2,2,6960,10,0.6667,2,6,2.0,open
269,0,0,2,2,6960,9,0.75,3,28,3.0,open
277,0,0,2,2,6960,11,0.8,4,8,4.0,open
283,0,0,2,2,6960,18,0.8333,5,6,5.0,open
310,0,0,2,2,6960,23,0.8571,6,27,6.0,open
317,0,0,2,2,6960,24,0.875,7,7,7.0,open
323,0,0,2,2,6960,28,0.8889,8,6,8.0,open
352,0,0,2,2,6960,29,0.9,9,29,9.0,open
358,0,0,2,2,6960,35,0.9091,10,6,10.0,open
364,0,0,2,2,6960,34,0.9167,11,6,11.0,open
370,0,0,2,2,6960,33,0.9231,12,6,12.0,open
391,0,0,2,2,6960,43,0.9286,13,21,13.0,open
398,0,0,2,2,6960,42,0.9333,14,7,14.0,open
410,0,0,2,2,6960,47,0.9375,15,12,15.0,open
431,0,0,2,2,6960,53,0.9412,16,21,16.0,open
440,0,0,2,2,6960,54,0.9444,17,9,17.0,open
450,0,0,2,2,6960,58,0.9474,18,10,18.0,open
473,0,0,2,2,6960,59,0.95,19,23,19.0,closed
479,0,1,3,0,5735,3,0.0,0,-1,0.0,open
511,0,1,3,0,5735,2,0.5,1,32,1.0,open
517,0,1,3,0,5735,8,0.6667,2,6,2.0,open
535,0,1,3,0,5735,7,0.75,3,18,3.0,open
541,0,1,3,0,5735,13,0.8,4,6,4.0,open
557,0,1,3,0,5735,12,0.8333,5,16,5.0,open
563,0,1,3,0,5735,19,0.8571,6,6,6.0,open
586,0,1,3,0,5735,24,0.875,7,23,7.0,open
592,0,1,3,0,5735,20,0.8889,8,6,8.0,open
603,0,1,3,0,5735,29,0.9,9,11,9.0,open
609,0,1,3,0,5735,28,0.9091,10,6,10.0,open
631,0,1,3,0,5735,34,0.9167,11,22,11.0,open
643,0,1,3,0,5735,33,0.9231,12,12,12.0,open
649,0,1,3,0,5735,43,0.9286,13,6,13.0,open
671,0,1,3,0,5735,42,0.9333,14,22,14.0,open
683,0,1,3,0,5735,49,0.9375,15,12,15.0,open
689,0,1,3,0,5735,48,0.9412,16,6,16.0,open
711,0,1,3,0,5735,47,0.9444,17,22,17.0,closed
712,0,0,1,1,487,118,0.0,0,-1,0.0,open
734,0,0,1,1,487,117,0.5,1,22,1.0,open
740,0,0,1,1,487,123,0.6667,2,6,2.0,open
768,0,0,1,1,487,124,0.75,3,28,3.0,open
775,0,0,0,3,5504,0,0.0,0,-1,0.0,open
808,0,0,1,1,487,127,0.8,4,40,4.0,closed
812,0,0,0,3,5504,5,0.5,1,37,1.0,open
831,0,0,0,3,5504,10,0.6667,2,19,2.0,open
852,0,0,0,3,5504,9,0.75,3,21,3.0,open
858,0,0,0,3,5504,15,0.8,4,6,4.0,open
876,0,0,0,3,5504,14,0.8333,5,18,5.0,open
882,0,0,0,3,5504,21,0.8571,6,6,6.0,open
898,0,0,0,3,5504,26,0.875,7,16,7.0,open
904,0,0,0,3,5504,25,0.8889,8,6,8.0,open
922,0,0,0,3,5504,30,0.9,9,18,9.0,open
944,0,0,0,3,5504,29,0.9091,10,22,10.0,open
945,0,0,1,1,352,69,0.6667,0,-1,2.0,closed
962,0,0,0,3,5504,33,0.9167,11,18,11.0,open
968,0,0,0,3,5504,32,0.9231,12,6,12.0,open
974,0,0,0,3,5504,38,0.9286,13,6,13.0,open
1018,0,0,0,3,5504,37,0.9333,14,44,14.0,open
1024,0,0,0,3,5504,43,0.9375,15,6,15.0,open
1030,0,0,0,3,5504,42,0.9412,16,6,16.0,open
1036,0,0,0,3,5504,52,0.9444,17,6,17.0,open
1064,0,0,0,3,5504,51,0.9474,18,28,18.0,open
1071,0,0,0,3,5504,57,0.95,19,7,19.0,open
1077,0,0,0,3,5504,56,0.9524,20,6,20.0,open
1104,0,0,0,3,5504,62,0.9545,21,27,21.0,open
1111,0,0,0,3,5504,61,0.9565,22,7,22.0,closed
1117,0,1,3,0,7694,2,0.8947,0,-1,8.5,open
1155,0,1,3,0,7694,8,0.9,1,38,9.0,open
1161,0,1,3,0,7694,3,0.9048,2,6,9.5,open
1167,0,1,3,0,7694,11,0.9091,3,6,10.0,open
1189,0,1,3,0,7694,10,0.913,4,22,10.5,open
1195,0,1,3,0,7694,16,0.9167,5,6,11.0,open
1201,0,1,3,0,7694,15,0.92,6,6,11.5,open
1207,0,1,3,0,7694,21,0.9231,7,6,12.0,open
1235,0,1,3,0,7694,20,0.9259,8,28,12.5,open
1241,0,1,3,0,7694,29,0.9286,9,6,13.0,open
1247,0,1,3,0,7694,30,0.931,10,6,13.5,open
1253,0,1,3,0,7694,28,0.9333,11,6,14.0,open
1259,0,1,3,0,7694,34,0.9355,12,6,14.5,open
1281,0,1,3,0,7694,33,0.9375,13,22,15.0,open
1287,0,1,3,0,7694,40,0.9394,14,6,15.5,open
1293,0,1,3,0,7694,45,0.9412,15,6,16.0,open
1299,0,1,3,0,7694,44,0.9429,16,6,16.5,open
1327,0,1,3,0,7694,49,0.9444,17,28,17.0,open
1333,0,1,3,0,7694,55,0.9459,18,6,17.5,open
