clock_cycle,channel,rank,bankgroup,bank,row,column,row_hit_rate,consec_hits,dist_from_last_hit,diff_accesses,label
1053445,0,0,2,1,631,6,0.1048,0,-1,0.117,closed
1053522,0,0,0,2,570,106,0.1325,0,-1,0.1527,closed
1053528,0,0,2,2,4917,79,0.1277,0,-1,0.1463,closed
1054169,0,1,1,1,1113,7,0.1508,1,725,0.1776,closed
1054265,0,0,1,3,6357,126,0.2675,0,-1,0.3652,closed
1054269,0,0,0,3,4340,62,0.2642,0,-1,0.359,closed
1054330,0,0,2,2,4230,69,0.1263,0,-1,0.1446,closed
1054336,0,1,0,1,7895,124,0.0776,0,-1,0.0841,closed
1055052,0,1,3,0,1208,96,0.1533,0,-1,0.181,closed
1055053,0,0,3,3,1840,96,0.1986,0,-1,0.2478,closed
1055127,0,1,0,1,5517,123,0.0769,0,-1,0.0833,closed
1055133,0,0,0,3,6493,0,0.2625,0,-1,0.3559,open
1055524,0,0,0,3,6493,1,0.2671,1,391,0.3644,closed
1055951,0,1,1,0,3060,10,0.1575,0,-1,0.1869,closed
1055955,0,1,0,0,3405,10,0.0804,0,-1,0.0874,closed
1056016,0,0,0,3,7969,85,0.2654,0,-1,0.3613,closed
1056071,0,0,0,3,2341,100,0.2638,0,-1,0.3583,closed
1056872,0,0,3,1,1466,27,0.1635,0,-1,0.1954,closed
1056873,0,1,3,1,7618,27,0.0488,0,-1,0.0513,closed
1056949,0,0,1,0,6136,83,0.0291,0,-1,0.03,closed
1056955,0,1,3,0,5723,22,0.1522,0,-1,0.1795,closed
1057693,0,0,1,1,8177,13,0.3046,0,-1,0.438,closed
1057694,0,1,3,2,685,13,0.0568,0,-1,0.0602,closed
1057757,0,0,0,2,1997,123,0.1316,0,-1,0.1515,closed
1057763,0,0,1,1,1457,48,0.3029,0,-1,0.4344,closed
1058581,0,0,3,1,6499,47,0.1619,0,-1,0.1932,closed
1058598,0,1,0,1,2332,111,0.0763,0,-1,0.0826,closed
1058656,0,1,1,2,1426,121,0.1496,0,-1,0.1759,closed
